date,AAPL,JNJ,XOM,JPM,TSLA,PG,CSCO,KO,DIS,WMT,NKE,BA
2011-02-01,0.040822334528724004,0.027828041176119624,0.06000179063837233,0.040022216176805604,-0.00882622712408273,0.006024169608738008,-0.12257104459990915,0.016912513114886875,0.12517700486505604,-0.07305749970127136,0.07930064780291461,0.036301232854254274
2011-03-01,-0.013381570943545765,-0.02699832799458292,-0.011259556735300338,-0.012712073933576887,0.16149866410038782,-0.02307264299790303,-0.07604471175699136,0.03778464256232526,-0.014935606926486336,0.0012716536329771967,-0.1497996083479406,0.03255300773209578
2011-04-01,0.00461475514976582,0.10916487004275775,0.04572904194951165,-0.01022858185085586,-0.005438733513335364,0.05353804901908053,0.025119246252866528,0.024222977734341993,0.00019882469690411556,0.06366263440366025,0.09124670866067751,0.07909528661107755
2011-05-01,-0.006601575962199807,0.023856135716315934,-0.05129520870620098,-0.047271886548551426,0.09199539429161795,0.04088577699534311,-0.04112943003329185,-0.009668815442222993,-0.03414002492255254,0.00433198383070153,0.025841112299844187,-0.02196896104883674
2011-06-01,-0.034972651059113034,-0.002881748599707432,-0.019521731822840747,-0.05320411217176698,-0.03352255896798891,-0.05120661722284966,-0.07084563987124377,0.007171933584893466,-0.06222744006378519,-0.03131294435473327,0.06547026384968761,-0.04755245716186248
2011-07-01,0.16321016027930957,-0.026082147836303818,-0.01961318912723277,-0.012043962643387265,-0.03303072062772773,-0.03279514597467338,0.022986796289400244,0.017942147939944517,-0.01083312265744131,-0.008166887766071121,0.005609036851972214,-0.04687627781405636
2011-08-01,-0.014481699223477161,0.015576493697875095,-0.07232726017801745,-0.06575325331579614,-0.12177342558176725,0.044087228171826344,-0.015071255967281393,0.035864613051162876,-0.11808593719967571,0.009094289647944488,-0.03883656388668196,-0.05123978182159202
2011-09-01,-0.009128725303944683,-0.023452058406158025,-0.012307206661088064,-0.1980917024310361,-0.014155236020762938,-0.00785991686205387,-0.010857219227954549,-0.041030590628510756,-0.11451208525420672,-0.017202635569828126,-0.013164637160123702,-0.08884420170410653
2011-10-01,0.061518424870216096,0.010986632401505781,0.0751715198425076,0.15404634861112276,0.20417780652863926,0.012816183610281152,0.1954797524618208,0.018142649554294687,0.15649441700993472,0.09286698556411578,0.13081022996910474,0.0872542429595451
2011-11-01,-0.05579582510988875,0.0051125137153240985,0.030080737831764272,-0.10120270660583448,0.11473064537461179,0.01727807561631426,0.009912620643440374,-0.015966974726238946,0.027796828692039623,0.03842201775675228,-0.0017771646489114978,0.044066940978463566
2011-12-01,0.05965082184858696,0.022687527806854135,0.05997930652201845,0.07361503582023256,-0.12767685835327802,0.03313809825521609,-0.030046498053773896,0.04831209455947107,0.04602073984760026,0.01459673941622387,0.001971395184109615,0.07464550797092963
2012-01-01,0.127064901837974,0.004985959347123388,-0.01207982154873081,0.12175924802975098,0.017811267038755425,-0.055059728545046295,0.08679038256060474,-0.03491814338325042,0.05470733463470009,0.03314409470506171,0.08307921151233073,0.011270023344764088
2012-02-01,0.18824836019924518,-0.012655346162946494,0.03289682592973898,0.05952096376696681,0.1492321906567856,0.0811565892783689,0.015010622031892747,0.03444074222705396,0.07937199900425397,-0.03722112662159515,0.03772923827710096,0.010317525681738833
2012-03-01,0.10522901093573765,0.022420298700592135,0.008092269929401917,0.17170953164406444,0.11458243799174038,-0.006117697481426,0.06382916754486344,0.059350091173066874,0.04257510566917387,0.03582992780185633,0.004764154118981777,-0.0019525451931479262
2012-04-01,-0.02604478836565717,-0.01311325279530641,-0.004571748228595753,-0.06532136302343229,-0.11044015683488174,-0.05319201276746634,-0.046883449868421204,0.038689453877674626,-0.015378884628338155,-0.031050422621633503,0.03500811704514316,0.03259939252895748
2012-05-01,-0.010751870500763618,-0.041063718282255274,-0.08934806041008422,-0.2237121256881179,-0.10961834118336775,-0.012983466443327676,-0.1869606134775302,-0.02088317547361337,0.06026077464052873,0.11724772872055303,-0.03303474908404433,-0.09366979058903566
2012-06-01,0.010786368983807882,0.09264032641408335,0.09569212951365122,0.07776181081896258,0.06061107195606171,-0.016762639136732625,0.051372695605357475,0.04623311248613012,0.0609704881620314,0.0663734648969678,-0.18594278401171863,0.07357347991668292
2012-07-01,0.04573826561723894,0.02448730930851851,0.014874890303544953,0.00747307998397796,-0.12376503058229203,0.053630523310676206,-0.07113752996905263,0.04035318704944248,0.013112568368625744,0.06747243217094591,0.06337052818053392,-0.005332026912995046
2012-08-01,0.0891295193976698,-0.025930457705688883,0.005110543180492566,0.04019794538043001,0.0400457022273644,0.05001972309356465,0.2017667699605801,-0.0743283591290583,0.006644690261100627,-0.02465768736258186,0.042886165758643936,-0.0340309905814918
2012-09-01,0.007026590041317658,0.0311602922614259,0.05427005888985602,0.08985472716696151,0.026573171664949644,0.032221550961363574,0.0009731410059604517,0.014096295435589976,0.05672700631541604,0.021951979284986364,-0.021670240681009215,-0.019439461613758327
2012-10-01,-0.1076878064007262,0.027630052896780194,-0.003149280502844493,0.029556839764739745,-0.03936366266493743,-0.0018176528702789356,-0.10218131471738126,-0.013198297758847871,-0.06053128574197955,0.016443344937921406,-0.037280664475670605,0.011981747923864278
2012-11-01,-0.016927352663884225,-0.015453816767280519,-0.03329723361958158,-0.007178352034391647,0.20221309688687794,0.016740499566596186,0.11072886843766029,0.01984104282783939,0.010930966140027538,-0.040051846383057026,0.0666917664321497,0.054452023939314594
2012-12-01,-0.08661918071535477,0.014166798138473683,-0.011920900376119344,0.0703208154310209,0.0014490353260905575,-0.02781111153916957,0.046792436747032734,-0.037510255763712114,0.002588562304153079,-0.05265315071638352,0.05864954968946304,0.02074666387530047
2013-01-01,-0.14414325688811758,0.05443966717301717,0.03946096666580766,0.06999368362781543,0.1074158108597749,0.10703102082874903,0.046765343069717455,0.027255990216478166,0.09870874465361944,0.03084358964231936,0.0519499122877156,-0.01982604071536066
2013-02-01,-0.0310170826283228,0.029543138760081532,-0.004751385497757098,0.046804315359345386,-0.07153109574385962,0.02170489013060629,0.014015123677771036,0.03965922333598272,0.013094046735434807,0.011782378951310969,0.00750214773974457,0.04093486123875879
2013-03-01,0.008645473674741432,0.07972710832519735,0.012627755954670571,-0.029898451933728986,0.08780112783976167,0.0114975649787714,0.0018633879838674142,0.044366682609381355,0.04042941229084705,0.05716565362397462,0.08769688398248009,0.12350133816615892
2013-04-01,0.00023289993672020336,0.04534478716286599,-0.012466891652542396,0.03262134306492908,0.4248765994653056,-0.00380063126433789,0.0009194754813086004,0.05427575242138676,0.10630053232830167,0.045283845865371646,0.07774602188164875,0.06472672196947532
2013-05-01,0.015671640444511928,-0.012344906368598902,0.016606108318360027,0.12079401542124664,0.8106807457673316,0.007190848824494349,0.1622586461790719,-0.055304597502184236,0.003794275491474668,-0.03708101743452001,-0.03052824392786506,0.08322646538488983
2013-06-01,-0.11248208630322469,0.027599729837535517,0.005557189604217321,-0.032998162845838716,0.09817465674217359,0.002971366244551481,0.009095705750895427,0.002975721478345088,0.0010847450965750394,0.0012679109368583675,0.036193368528469064,0.039834246146861554
2013-07-01,0.14119997951087435,0.0889566360708512,0.03760663969324714,0.05566752134271276,0.2507201857981745,0.04296734804978837,0.05133111889761162,0.006133591517939534,0.023727853439333105,0.04629005163075235,-0.011959821902727858,0.02594104017218453
2013-08-01,0.07664142932300959,-0.0758451902207928,-0.07030990548882672,-0.08671188731293285,0.25854765287341946,-0.02276369802156803,-0.08270716842833832,-0.047421850729431454,-0.059104023664392775,-0.06365533125764207,-0.0016059626948347699,-0.011244072871797137
2013-09-01,-0.015032373813520504,0.010794817943274871,-0.006031536908070444,0.02295227103516485,0.14419688299020117,-0.029532260246326592,0.005143677969908568,-0.007861505290876912,0.0601635296543115,0.01957794324020391,0.16016022508235928,0.13581986822907988
2013-10-01,0.09635385484331657,0.06826124716477686,0.041581210503640255,-0.0029294968650065644,-0.17290841281669303,0.06823499316845791,-0.0371590167974877,0.05218402540662468,0.06354817943739274,0.037695776508216296,0.04292400482581069,0.11061091111002161
2013-11-01,0.06379572873054558,0.022090396742858582,0.04302530117600075,0.1183388941555162,-0.20424744403131392,0.051081217853623816,-0.05122913105952546,0.015622774340075715,0.02838415403812274,0.05545918787600498,0.04456862565226135,0.028689882102568804
2013-12-01,0.01473982610489282,-0.02572952668399215,0.08989770189263994,0.021967717338639052,0.18183004093726224,-0.033417961988425345,0.05547686669470902,0.03501540881041581,0.08302079869332162,-0.028691101432912376,-0.006369866835288903,0.02033770326786937
2014-01-01,-0.10770489567984018,-0.03407313883304817,-0.08933637819224502,-0.05335951763896494,0.205934522288193,-0.05884632584862646,-0.023191546100170022,-0.08449153773434656,-0.037882329327131405,-0.045443356349976295,-0.0707327429472959,-0.08228543221427184
2014-02-01,0.051182273926536626,0.04122123207543105,0.044560428201558366,0.03304960554532421,0.3494488245263079,0.03435535153681979,0.002542491826438953,0.010011771177070194,0.11289607349048625,0.0002321139275189843,0.0747750859061227,0.029183319971702648
2014-03-01,0.026034810545502628,0.07397597300482463,0.021809419379723603,0.06843869588240904,-0.1485467178512698,0.024640210338265488,0.02841704671072722,0.012018370680078737,-0.00918059522187751,0.023136051333033668,-0.053831807191706084,-0.02113893810755272
2014-04-01,0.09937978313981603,0.031134737118735205,0.048406907420711236,-0.07792810217386788,-0.002703173419001456,0.02417633923508094,0.03075958883880508,0.06343949057781088,-0.009133726617797164,0.04962639057512513,-0.012338030338588777,0.028113330154132136
